device_num,device_type,os,os_version,manufacturer,area_code,release_sid,release_session,release_sources,release_params,release_ctime,nbdp_day
125734,2,2,9.3,05,513431,1572654785000qvjrfp,1572654785000125734732276,ximalaya,ip=193.42.119.37&deviceNum=125734&lon=null&lat=null&aid=null&ctime=1572655081000&sources=ximalaya&session=1572654785000125734732276&productPage=4320309358101,1573259585000,20191109
125734,2,2,9.1,04,653224,1572654785000qvjrfp,1572654785000125734732276,ximalaya,ip=193.42.119.37&deviceNum=125734&lon=null&lat=null&aid=null&ctime=1572655081000&sources=ximalaya&session=1572654785000125734732276&productPage=4320309358101,1573259585000,20191109
192793,9,2,6.1,04,450721,1572654785000ckbpsm,1572654785000192793795951,tencent,ip=16.143.167.81&deviceNum=192793&lon=null&lat=null&aid=null&ctime=1572654922000&sources=tencent&session=1572654785000192793795951&productPage=4320308351101,1573259585000,20191109
192793,9,2,5.7,08,632726,1572654785000ckbpsm,1572654785000192793795951,tencent,ip=16.143.167.81&deviceNum=192793&lon=null&lat=null&aid=null&ctime=1572654922000&sources=tencent&session=1572654785000192793795951&productPage=4320308351101,1573259585000,20191109
169851,2,2,8.4,05,511524,1572654785000uhbxxp,1572654785000169851834583,tencent,ip=19.176.119.164&deviceNum=169851&lon=null&lat=null&aid=null&ctime=1572654868000&sources=tencent&session=1572654785000169851834583&productPage=4320808302901,1573259585000,20191109
959384,9,2,2.2,06,360733,1572654785000cspuss,1572654785000959384799791,netyex,ip=112.23.184.214&deviceNum=959384&lon=null&lat=null&aid=null&ctime=1572654919000&sources=netyex&session=1572654785000959384799791&productPage=4320301463401,1573259585000,20191109
782286,9,2,6.5,08,540226,1572654785000vidrrk,1572654785000782286653267,douyin,ip=56.201.189.200&deviceNum=782286&lon=null&lat=null&aid=null&ctime=1572655041000&sources=douyin&session=1572654785000782286653267&productPage=4320302814201,1573259585000,20191109
782286,2,2,2.1,08,511921,1572654785000vidrrk,1572654785000782286653267,douyin,ip=56.201.189.200&deviceNum=782286&lon=null&lat=null&aid=null&ctime=1572655041000&sources=douyin&session=1572654785000782286653267&productPage=4320302814201,1573259585000,20191109
977723,9,2,6.8,08,500236,1572654785000kbusgt,1572654785000977723223624,netyex,ip=7.255.135.225&deviceNum=977723&lon=null&lat=null&aid=null&ctime=1572655011000&sources=netyex&session=1572654785000977723223624&productPage=4320707519201,1573259585000,20191109
365775,9,2,6.3,06,621122,1572654785000mkqgmg,1572654785000365775226315,liebao,ip=184.187.73.200&deviceNum=365775&lon=null&lat=null&aid=null&ctime=1572655042000&sources=liebao&session=1572654785000365775226315&productPage=4320503703101,1573259585000,20191109
659222,2,2,8.8,06,130731,1572654785000rtsqbp,1572654785000659222586737,tencent,ip=49.187.221.204&deviceNum=659222&lon=null&lat=null&aid=null&ctime=1572654917000&sources=tencent&session=1572654785000659222586737&productPage=4320704234201,1573259585000,20191109
659222,2,2,9.5,07,513338,1572654785000rtsqbp,1572654785000659222586737,tencent,ip=49.187.221.204&deviceNum=659222&lon=null&lat=null&aid=null&ctime=1572654917000&sources=tencent&session=1572654785000659222586737&productPage=4320704234201,1573259585000,20191109
146772,9,2,2.6,02,652825,1572654785000duuugw,1572654785000146772389847,ximalaya,ip=233.81.201.204&deviceNum=146772&lon=null&lat=null&aid=null&ctime=1572654925000&sources=ximalaya&session=1572654785000146772389847&productPage=4320609526201,1573259585000,20191109
262651,9,2,9.2,05,150124,1572654785000utkmif,1572654785000262651886245,douyin,ip=248.25.91.171&deviceNum=262651&lon=null&lat=null&aid=null&ctime=1572655034000&sources=douyin&session=1572654785000262651886245&productPage=4320206496801,1573259585000,20191109
882618,9,2,1.3,03,653224,1572654785000uwhgkr,1572654785000882618417232,ximalaya,ip=139.107.110.118&deviceNum=882618&lon=null&lat=null&aid=null&ctime=1572654949000&sources=ximalaya&session=1572654785000882618417232&productPage=4320901957501,1573259585000,20191109
943723,9,2,7.2,04,361022,1572654785000ckmevv,1572654785000943723274168,tencent,ip=128.252.175.102&deviceNum=943723&lon=null&lat=null&aid=null&ctime=1572654900000&sources=tencent&session=1572654785000943723274168&productPage=4320105192201,1573259585000,20191109
721541,9,2,1.3,04,653130,1572654785000nmhiwp,1572654785000721541611222,tencent,ip=105.157.132.216&deviceNum=721541&lon=null&lat=null&aid=null&ctime=1572655040000&sources=tencent&session=1572654785000721541611222&productPage=4320805980401,1573259585000,20191109
428735,2,2,2.7,09,110116,1572654785000kcejwm,1572654785000428735145419,tencent,ip=23.45.64.126&deviceNum=428735&lon=null&lat=null&aid=null&ctime=1572655034000&sources=tencent&session=1572654785000428735145419&productPage=4320706945101,1573259585000,20191109
332719,2,2,6.2,06,540327,1572654785000uvxhju,1572654785000332719465777,liebao,ip=205.198.196.154&deviceNum=332719&lon=null&lat=null&aid=null&ctime=1572654992000&sources=liebao&session=1572654785000332719465777&productPage=4320601845601,1573259585000,20191109
259255,2,2,6.9,05,510322,1572654785000btqgio,1572654785000259255733541,tencent,ip=189.175.30.2&deviceNum=259255&lon=null&lat=null&aid=null&ctime=1572655010000&sources=tencent&session=1572654785000259255733541&productPage=4320206238001,1573259585000,20191109
154725,9,2,7.7,08,469002,1572654785000rqfdbu,1572654785000154725895817,liebao,ip=217.22.163.195&deviceNum=154725&lon=null&lat=null&aid=null&ctime=1572654990000&sources=liebao&session=1572654785000154725895817&productPage=4320504474001,1573259585000,20191109
963769,9,2,6.4,10,532324,1572654785000iojuce,1572654785000963769298277,netyex,ip=19.206.13.131&deviceNum=963769&lon=null&lat=null&aid=null&ctime=1572654998000&sources=netyex&session=1572654785000963769298277&productPage=4320404427601,1573259585000,20191109
436682,9,2,2.6,02,653221,1572654785000ovibgr,1572654785000436682862313,netyex,ip=189.52.194.79&deviceNum=436682&lon=null&lat=null&aid=null&ctime=1572654892000&sources=netyex&session=1572654785000436682862313&productPage=4320302262701,1573259585000,20191109
286227,9,2,2.5,03,632823,1572654785000hwfxno,1572654785000286227951884,baidu,ip=169.192.81.57&deviceNum=286227&lon=null&lat=null&aid=null&ctime=1572655014000&sources=baidu&session=1572654785000286227951884&productPage=4320103338701,1573259585000,20191109
373478,9,2,8.7,07,360502,1572654785000bhgirs,1572654785000373478758327,liebao,ip=214.255.148.250&deviceNum=373478&lon=null&lat=null&aid=null&ctime=1572654976000&sources=liebao&session=1572654785000373478758327&productPage=4320407010901,1573259585000,20191109
812311,2,2,1.4,02,623001,1572654785000bxkjjs,1572654785000812311142452,tencent,ip=215.96.172.193&deviceNum=812311&lon=null&lat=null&aid=null&ctime=1572654971000&sources=tencent&session=1572654785000812311142452&productPage=4320906052601,1573259585000,20191109
342246,9,2,2.9,08,522622,1572654785000iproct,1572654785000342246146229,tencent,ip=174.88.85.29&deviceNum=342246&lon=null&lat=null&aid=null&ctime=1572654871000&sources=tencent&session=1572654785000342246146229&productPage=4320307619901,1573259585000,20191109
342246,2,2,3.6,08,653023,1572654785000iproct,1572654785000342246146229,tencent,ip=174.88.85.29&deviceNum=342246&lon=null&lat=null&aid=null&ctime=1572654871000&sources=tencent&session=1572654785000342246146229&productPage=4320307619901,1573259585000,20191109
342246,2,2,8.7,02,500236,1572654785000iproct,1572654785000342246146229,tencent,ip=174.88.85.29&deviceNum=342246&lon=null&lat=null&aid=null&ctime=1572654871000&sources=tencent&session=1572654785000342246146229&productPage=4320307619901,1573259585000,20191109
386528,2,2,6.8,05,653223,1572654785000kmisvg,1572654785000386528586326,baidu,ip=138.54.46.51&deviceNum=386528&lon=null&lat=null&aid=null&ctime=1572655040000&sources=baidu&session=1572654785000386528586326&productPage=4320507930901,1573259585000,20191109
386528,9,2,5.1,06,513330,1572654785000kmisvg,1572654785000386528586326,baidu,ip=138.54.46.51&deviceNum=386528&lon=null&lat=null&aid=null&ctime=1572655040000&sources=baidu&session=1572654785000386528586326&productPage=4320507930901,1573259585000,20191109
447122,9,2,6.2,06,632724,1572654785000bjosqw,1572654785000447122219384,douyin,ip=153.193.207.40&deviceNum=447122&lon=null&lat=null&aid=null&ctime=1572654872000&sources=douyin&session=1572654785000447122219384&productPage=4320801446301,1573259585000,20191109
447122,2,2,6.3,08,540630,1572654785000bjosqw,1572654785000447122219384,douyin,ip=153.193.207.40&deviceNum=447122&lon=null&lat=null&aid=null&ctime=1572654872000&sources=douyin&session=1572654785000447122219384&productPage=4320801446301,1573259585000,20191109
254782,2,2,1.3,07,632621,1572654785000etqnee,1572654785000254782226961,baidu,ip=149.58.230.9&deviceNum=254782&lon=null&lat=null&aid=null&ctime=1572654915000&sources=baidu&session=1572654785000254782226961&productPage=4320809778301,1573259585000,20191109
268424,2,2,2.1,10,440222,1572654785000prvjij,1572654785000268424735124,ximalaya,ip=43.184.178.16&deviceNum=268424&lon=null&lat=null&aid=null&ctime=1572654848000&sources=ximalaya&session=1572654785000268424735124&productPage=4320709220401,1573259585000,20191109
452581,9,2,8.1,05,540226,1572654785000fixhpv,1572654785000452581129172,ximalaya,ip=195.162.99.53&deviceNum=452581&lon=null&lat=null&aid=null&ctime=1572654910000&sources=ximalaya&session=1572654785000452581129172&productPage=4320508072301,1573259585000,20191109
295571,9,2,9.7,09,420112,1572654785000bwwhbk,1572654785000295571734228,tencent,ip=218.63.72.84&deviceNum=295571&lon=null&lat=null&aid=null&ctime=1572654876000&sources=tencent&session=1572654785000295571734228&productPage=4320605903901,1573259585000,20191109
317519,9,2,2.2,02,540322,1572654785000pwuteu,1572654785000317519425639,ximalaya,ip=40.72.114.105&deviceNum=317519&lon=null&lat=null&aid=null&ctime=1572654992000&sources=ximalaya&session=1572654785000317519425639&productPage=4320503476301,1573259585000,20191109
822256,2,2,8.4,06,360829,1572654785000ikpubd,1572654785000822256557623,douyin,ip=76.16.82.3&deviceNum=822256&lon=null&lat=null&aid=null&ctime=1572655036000&sources=douyin&session=1572654785000822256557623&productPage=4320909557901,1573259585000,20191109
822256,9,2,5.2,05,410928,1572654785000ikpubd,1572654785000822256557623,douyin,ip=76.16.82.3&deviceNum=822256&lon=null&lat=null&aid=null&ctime=1572655036000&sources=douyin&session=1572654785000822256557623&productPage=4320909557901,1573259585000,20191109
822256,2,2,7.4,04,653127,1572654785000ikpubd,1572654785000822256557623,douyin,ip=76.16.82.3&deviceNum=822256&lon=null&lat=null&aid=null&ctime=1572655036000&sources=douyin&session=1572654785000822256557623&productPage=4320909557901,1573259585000,20191109
219641,2,2,1.2,10,511781,1572654785000djeuew,1572654785000219641733725,liebao,ip=236.127.156.65&deviceNum=219641&lon=null&lat=null&aid=null&ctime=1572654970000&sources=liebao&session=1572654785000219641733725&productPage=4320506848301,1573259585000,20191109
249129,2,2,7.7,07,540226,1572654785000wiggwe,1572654785000249129619592,liebao,ip=148.167.93.60&deviceNum=249129&lon=null&lat=null&aid=null&ctime=1572654980000&sources=liebao&session=1572654785000249129619592&productPage=4320904444201,1573259585000,20191109
249129,2,2,4.5,06,530623,1572654785000wiggwe,1572654785000249129619592,liebao,ip=148.167.93.60&deviceNum=249129&lon=null&lat=null&aid=null&ctime=1572654980000&sources=liebao&session=1572654785000249129619592&productPage=4320904444201,1573259585000,20191109
262239,9,2,1.1,03,653126,1572654785000idtdgm,1572654785000262239772835,baidu,ip=142.194.174.41&deviceNum=262239&lon=null&lat=null&aid=null&ctime=1572655011000&sources=baidu&session=1572654785000262239772835&productPage=4320102856201,1573259585000,20191109
262239,9,2,6.4,02,632701,1572654785000idtdgm,1572654785000262239772835,baidu,ip=142.194.174.41&deviceNum=262239&lon=null&lat=null&aid=null&ctime=1572655011000&sources=baidu&session=1572654785000262239772835&productPage=4320102856201,1573259585000,20191109
745991,9,2,6.8,10,620522,1572654785000frivhr,1572654785000745991916755,douyin,ip=97.164.7.135&deviceNum=745991&lon=null&lat=null&aid=null&ctime=1572654845000&sources=douyin&session=1572654785000745991916755&productPage=4320601826201,1573259585000,20191109
895592,9,2,6.6,10,610727,1572654785000ukvcxd,1572654785000895592356822,baidu,ip=93.135.46.14&deviceNum=895592&lon=null&lat=null&aid=null&ctime=1572654839000&sources=baidu&session=1572654785000895592356822&productPage=4320205206701,1573259585000,20191109
517821,9,2,9.7,06,513221,1572654785000urthjg,1572654785000517821846457,baidu,ip=116.215.242.51&deviceNum=517821&lon=null&lat=null&aid=null&ctime=1572655035000&sources=baidu&session=1572654785000517821846457&productPage=4320505484501,1573259585000,20191109
991412,9,2,8.9,04,540236,1572654785000xisjwx,1572654785000991412562136,ximalaya,ip=26.120.2.18&deviceNum=991412&lon=null&lat=null&aid=null&ctime=1572654907000&sources=ximalaya&session=1572654785000991412562136&productPage=4320103255601,1573259585000,20191109
914499,9,2,7.5,03,620423,1572654785000kguckr,1572654785000914499121978,liebao,ip=52.237.17.148&deviceNum=914499&lon=null&lat=null&aid=null&ctime=1572654890000&sources=liebao&session=1572654785000914499121978&productPage=4320508847301,1573259585000,20191109
965911,9,2,2.2,09,513331,1572654785000mjdhnf,1572654785000965911813812,douyin,ip=195.89.220.83&deviceNum=965911&lon=null&lat=null&aid=null&ctime=1572654888000&sources=douyin&session=1572654785000965911813812&productPage=4320702659801,1573259585000,20191109
465452,9,2,2.1,10,540628,1572654785000owhumi,1572654785000465452682241,baidu,ip=255.236.241.241&deviceNum=465452&lon=null&lat=null&aid=null&ctime=1572655040000&sources=baidu&session=1572654785000465452682241&productPage=4320509418001,1573259585000,20191109
465452,9,2,1.6,06,431124,1572654785000owhumi,1572654785000465452682241,baidu,ip=255.236.241.241&deviceNum=465452&lon=null&lat=null&aid=null&ctime=1572655040000&sources=baidu&session=1572654785000465452682241&productPage=4320509418001,1573259585000,20191109
438441,9,2,4.8,10,513331,1572654785000bbuitt,1572654785000438441769614,baidu,ip=1.47.190.195&deviceNum=438441&lon=null&lat=null&aid=null&ctime=1572655012000&sources=baidu&session=1572654785000438441769614&productPage=4320705038301,1573259585000,20191109
822538,9,2,6.1,08,542526,1572654785000cxtnxv,1572654785000822538979577,douyin,ip=104.140.238.106&deviceNum=822538&lon=null&lat=null&aid=null&ctime=1572655077000&sources=douyin&session=1572654785000822538979577&productPage=4320804353501,1573259585000,20191109
822538,9,2,2.1,04,451031,1572654785000cxtnxv,1572654785000822538979577,douyin,ip=104.140.238.106&deviceNum=822538&lon=null&lat=null&aid=null&ctime=1572655077000&sources=douyin&session=1572654785000822538979577&productPage=4320804353501,1573259585000,20191109
822538,2,2,3.7,08,450721,1572654785000cxtnxv,1572654785000822538979577,douyin,ip=104.140.238.106&deviceNum=822538&lon=null&lat=null&aid=null&ctime=1572655077000&sources=douyin&session=1572654785000822538979577&productPage=4320804353501,1573259585000,20191109
435326,2,2,1.3,04,621025,1572654785000xxmmuu,1572654785000435326859768,netyex,ip=133.125.210.102&deviceNum=435326&lon=null&lat=null&aid=null&ctime=1572654846000&sources=netyex&session=1572654785000435326859768&productPage=4320104816301,1573259585000,20191109
942299,2,2,2.6,10,621226,1572654785000vvpndm,1572654785000942299141272,baidu,ip=91.3.119.153&deviceNum=942299&lon=null&lat=null&aid=null&ctime=1572654898000&sources=baidu&session=1572654785000942299141272&productPage=4320909384001,1573259585000,20191109
942299,9,2,2.2,09,513222,1572654785000vvpndm,1572654785000942299141272,baidu,ip=91.3.119.153&deviceNum=942299&lon=null&lat=null&aid=null&ctime=1572654898000&sources=baidu&session=1572654785000942299141272&productPage=4320909384001,1573259585000,20191109
322318,2,2,4.3,10,532928,1572654785000cjnfig,1572654785000322318333484,baidu,ip=222.106.85.226&deviceNum=322318&lon=null&lat=null&aid=null&ctime=1572654840000&sources=baidu&session=1572654785000322318333484&productPage=4320401739901,1573259585000,20191109
322318,9,2,4.8,06,542521,1572654785000cjnfig,1572654785000322318333484,baidu,ip=222.106.85.226&deviceNum=322318&lon=null&lat=null&aid=null&ctime=1572654840000&sources=baidu&session=1572654785000322318333484&productPage=4320401739901,1573259585000,20191109
735915,2,2,1.3,04,653225,1572654785000qmmrog,1572654785000735915532875,tencent,ip=1.94.8.26&deviceNum=735915&lon=null&lat=null&aid=null&ctime=1572655082000&sources=tencent&session=1572654785000735915532875&productPage=4320203978601,1573259585000,20191109
998439,2,2,6.3,06,632322,1572654785000bmhthf,1572654785000998439926283,douyin,ip=196.246.245.226&deviceNum=998439&lon=null&lat=null&aid=null&ctime=1572655072000&sources=douyin&session=1572654785000998439926283&productPage=4320508438901,1573259585000,20191109
696774,2,2,4.8,02,652825,1572654785000gbrpbe,1572654785000696774645462,netyex,ip=13.175.60.194&deviceNum=696774&lon=null&lat=null&aid=null&ctime=1572655025000&sources=netyex&session=1572654785000696774645462&productPage=4320605189201,1573259585000,20191109
194833,9,2,2.4,07,140602,1572654785000ppfirg,1572654785000194833293842,ximalaya,ip=155.196.81.166&deviceNum=194833&lon=null&lat=null&aid=null&ctime=1572654850000&sources=ximalaya&session=1572654785000194833293842&productPage=4320608037401,1573259585000,20191109
383422,2,2,4.7,10,540321,1572654785000ehgjjv,1572654785000383422415396,tencent,ip=187.1.213.58&deviceNum=383422&lon=null&lat=null&aid=null&ctime=1572654910000&sources=tencent&session=1572654785000383422415396&productPage=4320605794201,1573259585000,20191109
234126,2,2,1.8,04,653131,1572654785000mqkwwr,1572654785000234126931479,baidu,ip=233.71.46.110&deviceNum=234126&lon=null&lat=null&aid=null&ctime=1572654949000&sources=baidu&session=1572654785000234126931479&productPage=4320404375001,1573259585000,20191109
226242,2,2,2.1,08,652823,1572654785000miduth,1572654785000226242572142,baidu,ip=63.233.216.226&deviceNum=226242&lon=null&lat=null&aid=null&ctime=1572655027000&sources=baidu&session=1572654785000226242572142&productPage=4320708721401,1573259585000,20191109
677174,9,2,9.2,08,623025,1572654785000gixiux,1572654785000677174698592,douyin,ip=181.186.15.77&deviceNum=677174&lon=null&lat=null&aid=null&ctime=1572655027000&sources=douyin&session=1572654785000677174698592&productPage=4320101868601,1573259585000,20191109
178447,2,2,2.8,04,532324,1572654785000eobkjq,1572654785000178447286357,baidu,ip=180.46.208.189&deviceNum=178447&lon=null&lat=null&aid=null&ctime=1572655057000&sources=baidu&session=1572654785000178447286357&productPage=4320307982401,1573259585000,20191109
547423,2,2,5.7,05,653131,1572654785000isghhm,1572654785000547423492581,tencent,ip=237.137.171.89&deviceNum=547423&lon=null&lat=null&aid=null&ctime=1572655066000&sources=tencent&session=1572654785000547423492581&productPage=4320406160201,1573259585000,20191109
233212,2,2,1.8,09,632626,1572654785000hdqnkt,1572654785000233212336898,baidu,ip=241.33.198.64&deviceNum=233212&lon=null&lat=null&aid=null&ctime=1572655024000&sources=baidu&session=1572654785000233212336898&productPage=4320208780401,1573259585000,20191109
233212,9,2,5.1,08,540627,1572654785000hdqnkt,1572654785000233212336898,baidu,ip=241.33.198.64&deviceNum=233212&lon=null&lat=null&aid=null&ctime=1572655024000&sources=baidu&session=1572654785000233212336898&productPage=4320208780401,1573259585000,20191109
979271,9,2,4.6,04,410184,1572654785000nrukxt,1572654785000979271588292,ximalaya,ip=24.214.5.85&deviceNum=979271&lon=null&lat=null&aid=null&ctime=1572655061000&sources=ximalaya&session=1572654785000979271588292&productPage=4320803537801,1573259585000,20191109
152534,9,2,4.2,08,653226,1572654785000gpvfcr,1572654785000152534277153,ximalaya,ip=147.171.131.229&deviceNum=152534&lon=null&lat=null&aid=null&ctime=1572655037000&sources=ximalaya&session=1572654785000152534277153&productPage=4320907692201,1573259585000,20191109
116454,2,2,5.2,06,620922,1572654785000kxsupt,1572654785000116454822292,netyex,ip=172.197.107.80&deviceNum=116454&lon=null&lat=null&aid=null&ctime=1572654947000&sources=netyex&session=1572654785000116454822292&productPage=4320807357001,1573259585000,20191109
284161,9,2,4.3,10,542526,1572654785000iwexrv,1572654785000284161425939,netyex,ip=48.233.40.226&deviceNum=284161&lon=null&lat=null&aid=null&ctime=1572655060000&sources=netyex&session=1572654785000284161425939&productPage=4320102843101,1573259585000,20191109
342329,2,2,2.2,06,130533,1572654785000eifjom,1572654785000342329542663,liebao,ip=203.133.230.232&deviceNum=342329&lon=null&lat=null&aid=null&ctime=1572654906000&sources=liebao&session=1572654785000342329542663&productPage=4320701322201,1573259585000,20191109
778412,2,2,4.8,09,411503,1572654785000kfxujo,1572654785000778412193918,netyex,ip=137.113.233.178&deviceNum=778412&lon=null&lat=null&aid=null&ctime=1572654977000&sources=netyex&session=1572654785000778412193918&productPage=4320908964901,1573259585000,20191109
238732,9,2,2.2,06,652824,1572654785000dkedjn,1572654785000238732241639,netyex,ip=177.28.146.133&deviceNum=238732&lon=null&lat=null&aid=null&ctime=1572655007000&sources=netyex&session=1572654785000238732241639&productPage=4320103128901,1573259585000,20191109
238732,9,2,4.5,04,530502,1572654785000dkedjn,1572654785000238732241639,netyex,ip=177.28.146.133&deviceNum=238732&lon=null&lat=null&aid=null&ctime=1572655007000&sources=netyex&session=1572654785000238732241639&productPage=4320103128901,1573259585000,20191109
